Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Prediction_Error,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Prediction_Error_Noise,rejection.interaction,rejection.SDIR,SDIR
0.8044351492555456,0.9137187498857369,0.19544568423165623,0.08938894587380122,0.32179041884464155,Reject,"Gender, Age, ProgVar",1.6200121760667374,0.19544568423165623,0.08036620433359462,0.3160766360519666,Reject,1.4808279628855017,Reject,Accept,0.4107370550099165
0.7664769533896497,0.9504707998368752,0.17398605525716784,0.08203309685735893,0.28929669460752333,Reject,"Gender, Age, ProgVar",1.4670583363433622,0.17398605525716784,0.07064834952802869,0.2797768857348774,Reject,1.4493377719762464,Reject,Accept,0.7799605694050762
0.8292968556660644,0.8974879926041585,0.1502214565245346,0.02905907244215907,0.26328909217453067,Reject,"Gender, Age, ProgVar",1.4912737488993009,0.1502214565245346,0.03295338931932263,0.26704780696856584,Reject,1.5205928718530926,Reject,Reject,1.1544018161667475
0.8581301205242038,1.0097634037300773,0.07788083302057798,-0.04968508568149803,0.22859231883198777,Accept,"Gender, Age, ProgVar",1.5561562931701287,0.07788083302057798,-0.057881116661106374,0.22171631250226329,Accept,1.435820956519193,Accept,Accept,0.8629014796806896
0.9240742438715481,0.9312494885352889,0.12377756402143242,0.02460958975746304,0.23830653029823437,Reject,"Gender, Age, ProgVar",1.4037705782269216,0.12377756402143242,0.01611531492694395,0.23176059662988518,Reject,1.4347510766602531,Reject,Accept,0.5878980979886601
0.9521503281944219,0.9855663399849044,0.0490153008096389,-0.08491581590170387,0.16591730594692472,Accept,"Gender, Age, ProgVar",1.5460689792194415,0.0490153008096389,-0.07476313298878426,0.17762755574153993,Accept,1.5829689615803753,Accept,Accept,0.537898443323284
0.6499340184174521,0.9032968751605337,0.13503347159126927,0.059343055282202004,0.2723142873909714,Reject,"Gender, Age, ProgVar",1.2333130336997824,0.13503347159126927,0.02992558617328961,0.24414877593625803,Reject,1.3000312605123074,Reject,Accept,0.7302252677834852
0.9371704014239436,0.9432437522572539,0.12579844868240456,0.02730906413272664,0.24970170290956367,Reject,"Gender, Age, ProgVar",1.5546364652321913,0.12579844868240456,0.015301036070412962,0.23895819270618404,Reject,1.469739428067729,Reject,Accept,0.8488363101411963
0.825643284677241,0.9066067860279176,0.17015188905186338,0.06711676720801645,0.29441110583731583,Reject,"Gender, Age, ProgVar",1.3976465631038804,0.17015188905186338,0.06221336610120944,0.29325166015603676,Reject,1.499292252254155,Reject,Reject,1.0145972271449375
0.8138906147039736,0.983712201803798,0.08256004337112766,-0.03124924810139614,0.20341707808470805,Accept,"Gender, Age, ProgVar",1.4828723202752092,0.08256004337112766,-0.033879494714848815,0.20411325472938283,Accept,1.5216514679946271,Reject,Accept,0.699854814182391
0.8797791438087036,0.9890494744058721,0.05543124103337347,-0.06445407629674234,0.1894976956098789,Accept,"Gender, Age, ProgVar",1.509736600967714,0.05543124103337347,-0.06932083235487749,0.18752637529759575,Accept,1.6013434029985214,Accept,Accept,0.9531421284931423
0.7535688522195756,0.8614088461325904,0.2727904173600654,0.16717021432825835,0.3781036257036239,Reject,"Gender, Age, ProgVar",1.434283194836344,0.2727904173600654,0.16387471079257168,0.38681447847678385,Reject,1.357534367204053,Reject,Accept,0.7198185516264789
0.73556479426357,0.8372338424536324,0.2757984381092698,0.16999042471491152,0.3795887544291154,Reject,"Gender, Age, ProgVar",1.458703175930228,0.2757984381092698,0.17390436517233052,0.39518747811665095,Reject,1.5885376953217465,Reject,Reject,1.1542814069882228
0.9167504099972645,0.923509473286679,0.15487612864526473,0.06077076724102509,0.27850033652076034,Reject,"Gender, Age, ProgVar",1.4859897022137312,0.15487612864526473,0.04448707562843086,0.26719395264505,Reject,1.4897205405893954,Reject,Accept,0.6895107127435154
0.8306112895747911,0.9090582581272248,0.16887492959324268,0.08094868061504187,0.27850238352844225,Reject,"Gender, Age, ProgVar",1.5082428740590967,0.16887492959324268,0.06473844448762885,0.2724542868684339,Reject,1.512444486831368,Reject,Accept,0.4841316020984436
0.737050834034197,0.8962722902476594,0.1864963008615974,0.0965044976709356,0.3092273749957261,Reject,"Gender, Age, ProgVar",1.403747236525303,0.1864963008615974,0.08123615511977282,0.29917737350052376,Reject,1.5384445480955213,Reject,Accept,0.8870341055894996
0.6160702141503884,0.9113388691792085,0.19725534920334173,0.06780067817632507,0.3067326295744528,Reject,"Gender, Age, ProgVar",1.2839579713904132,0.19725534920334173,0.07196043578118289,0.32105566243712014,Reject,1.4667837587531019,Reject,Accept,0.7734776687048595
0.8124135348558547,0.9432713946776228,0.12150849171479344,0.003649140672224521,0.22762847501102715,Reject,"Gender, Age, ProgVar",1.3410879014842496,0.12150849171479344,0.007139937102047918,0.23881953130880906,Reject,1.327257961462436,Reject,Accept,0.6519811940891376
0.7874720540756276,0.9557953002035315,0.19291869889286375,0.06229647152638,0.3152391609696506,Reject,"Gender, Age, ProgVar",1.6960146605489295,0.19291869889286375,0.06612397780564866,0.3313696553518406,Reject,1.6642125795546776,Reject,Accept,0.5744682125752639
0.7774939759288637,0.9030008418221419,0.15668899300838612,0.04312523062494325,0.28294519991994355,Reject,"Gender, Age, ProgVar",1.4567560110778277,0.15668899300838612,0.03976535152804872,0.2895737963603403,Reject,1.4252804781808155,Reject,Accept,0.6744429254866394
0.8835677618176713,0.9904557264847187,0.0922249178288198,-0.021233104944554132,0.2003989469031202,Accept,"Gender, Age, ProgVar",1.2843319322492135,0.0922249178288198,-0.020064012878001646,0.210679354056847,Accept,1.311395200490488,Reject,Accept,0.6136332726007167
0.8647910458468158,0.9237057986214701,0.06047618696414104,-0.04224665510649878,0.16628206237669121,Accept,"Gender, Age, ProgVar",1.5300178934421083,0.06047618696414104,-0.04714449384228991,0.17059607729208764,Accept,1.4362248224385739,Reject,Accept,0.3819472443921468
0.6784705690976698,0.8690583868776253,0.18800910244247504,0.06684897895795065,0.29426424125726913,Reject,"Gender, Age, ProgVar",1.5539598418237386,0.18800910244247504,0.07226394804970873,0.3068062608887607,Reject,1.3862734136416381,Reject,Accept,0.75342314048477
0.8869849345597393,0.897653035032207,0.1628042635643137,0.044454826993893914,0.2988641295613321,Reject,"Gender, Age, ProgVar",1.500076885083593,0.1628042635643137,0.027388644596526797,0.29504066507678106,Reject,1.4695494588964164,Reject,Accept,0.911219962415818
0.9134834639860636,0.8768348593024716,0.1241689898166265,0.021318384797102834,0.21443516486892433,Reject,"Gender, Age, ProgVar",1.5396724066018321,0.1241689898166265,0.026843227551228026,0.22777430703269005,Reject,1.4933006788503425,Reject,Accept,1.0137039956985245
0.8884147237168828,0.9528729662534338,0.1362376453458635,0.0016750137467195156,0.24696107058094727,Reject,"Gender, Age, ProgVar",1.6619571459727016,0.1362376453458635,0.019443125106629974,0.25523882684230736,Reject,1.5680600771407283,Reject,Accept,1.1341700999395936
0.8981690547199821,0.93316964139260306,0.20227390931560202,0.06334542222722932,0.3398429877474643,Reject,"Gender, Age, ProgVar",1.7158540121719037,0.20227390931560202,0.07261817565415812,0.336183166946714,Reject,1.652579544035882,Reject,Accept,0.70338822400476
0.7699908841424716,0.9111437820438707,0.12225481799321991,0.0013256552897036727,0.22848822799342008,Reject,"Gender, Age, ProgVar",1.6039341668001927,0.12225481799321991,0.011136923089821213,0.23766206888713276,Reject,1.5991847020709145,Reject,Accept,0.6389093824649676
0.8857277921163603,0.8948688714996711,0.12592281892266444,0.02893558841373048,0.2254107932775949,Reject,"Gender, Age, ProgVar",1.3340557161168274,0.12592281892266444,0.024025990957975685,0.2197900626075904,Reject,1.4099819269917482,Reject,Accept,0.8679772634232727
0.783604074626185,0.8404113832654386,0.19743951661091874,0.0814499590402202,0.31949201862308285,Reject,"Gender, Age, ProgVar",1.3085110311633015,0.19743951661091874,0.08874696744506949,0.3084634217890312,Reject,1.4659589505843555,Reject,Accept,0.545307729135559
0.8339122777636127,0.9361697398780626,0.12623991678666388,0.023330791545326864,0.24740859946800384,Reject,"Gender, Age, ProgVar",1.4117575110170657,0.12623991678666388,0.015031589181733671,0.22668021262875832,Reject,1.5400389936995662,Reject,Accept,0.4562368273062486
0.8617431479342266,0.9542656469917159,0.1921953074726897,0.0770233138915456,0.30262445891047957,Reject,"Gender, Age, ProgVar",1.3933625665828542,0.1921953074726897,0.07991202171345144,0.3051185721722261,Reject,1.5174234820557169,Reject,Accept,0.4085603844883948
0.7153948182454609,0.8626843722830667,0.19982372611995652,0.08247946665597285,0.3147251976340817,Reject,"Gender, Age, ProgVar",1.5639715510532104,0.19982372611995652,0.08695827864403488,0.3195936853518313,Reject,1.603090173491629,Reject,Accept,0.5815674988954377
0.6712310338680776,0.9038840472998751,0.16391952506408328,0.07991407233113157,0.30438871361916936,Reject,"Gender, Age, ProgVar",1.4888547252113162,0.16391952506408328,0.05927430592451507,0.2690028864703172,Reject,1.5368207108595933,Reject,Accept,0.7622596119277798
0.5841582621586326,0.8869716331415817,0.19792436585885553,0.1037941226127619,0.32598448334457597,Reject,"Gender, Age, ProgVar",1.6081099089440536,0.19792436585885553,0.08916866193347249,0.3024477386825548,Reject,1.5484024987458787,Reject,Accept,0.8641190473268917
0.7430736347281197,0.9365371623288039,0.24281472029094128,0.12194907805307689,0.370825551858034,Reject,"Gender, Age, ProgVar",1.5680037365043042,0.24281472029094128,0.11777440171831227,0.362490717741951,Reject,1.6029969890139228,Reject,Accept,0.37723577221200055
0.9602139902004029,0.9361949014604393,0.04729221356012713,-0.046546887148300575,0.15821321079028525,Accept,"Gender, Age, ProgVar",1.528938660004102,0.04729221356012713,-0.04772033379491918,0.14825636628470404,Accept,1.5273825830857786,Reject,Accept,0.2650281976046465
0.7006412308570574,0.8974467898330807,0.18505766816714664,0.07898638076880365,0.29255678087160464,Reject,"Gender, Age, ProgVar",1.3335461651877025,0.18505766816714664,0.08269524343159783,0.2857667178640946,Reject,1.336505888616617,Reject,Accept,0.8177599691822268
0.8338202111651912,0.909202577491348,0.1176659827480888,-8.966639850285785e-4,0.24676544924095428,Accept,"Gender, Age, ProgVar",1.5606610160305285,0.1176659827480888,-0.0015415791442309618,0.2343127213787355,Accept,1.5311402178918287,Reject,Accept,0.6440578530697555
0.9103116097866872,0.979190012305744,0.06526671037480869,-0.06007124025785311,0.20622113951769666,Accept,"Gender, Age, ProgVar",1.6258589689913185,0.06526671037480869,-0.0646178015040271,0.1934530445749728,Accept,1.5324076336539596,Reject,Accept,0.36050473481745277
0.944851347065672,0.9342433873536525,0.11271048721847886,-0.011446886240796272,0.24308574051537074,Accept,"Gender, Age, ProgVar",1.5462617097534421,0.11271048721847886,-0.0069837374653463034,0.2318751671424724,Accept,1.5732783514371562,Reject,Reject,1.0754341970907801
0.6729359647234049,0.9401938982735153,0.13330895401739126,0.02038933275161184,0.2610988087247898,Reject,"Gender, Age, ProgVar",1.544012968638866,0.13330895401739126,0.019326480194464528,0.2551589325712423,Reject,1.4558677184175326,Reject,Accept,0.299776456086359
0.8558185909960675,0.9734384540863912,0.08064939250926603,-0.05234332767446097,0.19905953066013052,Accept,"Gender, Age, ProgVar",1.59586112143864,0.08064939250926603,-0.03805062766985827,0.20865486321451743,Accept,1.5626591640544505,Reject,Accept,0.3276510999959277
0.7857804281658162,0.9326414335521063,0.19505486141963582,0.0656790491059795,0.2939300727861277,Reject,"Gender, Age, ProgVar",1.4697292335734267,0.19505486141963582,0.08687961073415457,0.31047869320979327,Reject,1.3222086324345204,Reject,Accept,0.9796484619586477
0.7384105840781117,0.8383302256209086,0.2410041518810512,0.11180047886991071,0.3609229658524027,Reject,"Gender, Age, ProgVar",1.6280615148514281,0.2410041518810512,0.11349836879009134,0.35826654917728695,Reject,1.6825528169722974,Reject,Reject,1.07107611456757
0.830052696253687,0.9344560084885396,0.16434204937027724,0.0359376970373642,0.2826488824887179,Reject,"Gender, Age, ProgVar",1.3728456077681221,0.16434204937027724,0.04498252473813118,0.28544158418418486,Reject,1.454842483794241,Reject,Accept,0.6867024359873618
0.6975507375824385,0.9949375859304722,0.14056969810145672,0.04987618657260916,0.30328318426375317,Reject,"Gender, Age, ProgVar",1.4888354506424355,0.14056969810145672,0.015841316303210215,0.2662697962420638,Reject,1.5278545019407808,Reject,Accept,0.45176724232779936
0.8197776841635571,0.9213762680045143,0.13624692254175708,0.03168990578664668,0.26254147987172693,Reject,"Gender, Age, ProgVar",1.3141200898339116,0.13624692254175708,0.0214618447680406,0.24781245989049258,Reject,1.4026017618693092,Reject,Reject,0.8978134239090672
0.7163068885059884,0.9146493472335744,0.22312131840789154,0.06848162130260986,0.34428209188553455,Reject,"Gender, Age, ProgVar",1.2828514445207835,0.22312131840789154,0.08919174288679788,0.35806260193102957,Reject,1.4113886951613688,Reject,Reject,1.2146338638785976
0.6920070540561183,0.8965559348235015,0.17412012050369033,0.08359386198189901,0.27153267860891284,Reject,"Gender, Age, ProgVar",1.4399514201567434,0.17412012050369033,0.08557638312370644,0.2653404272615305,Reject,1.4298251380649425,Reject,Accept,0.4424176331817722
0.961992030720025,0.9576080445820185,0.062224242930572105,-0.040230760674544855,0.1826187860660952,Accept,"Gender, Age, ProgVar",1.654121500181145,0.062224242930572105,-0.04816575034891871,0.18160066698799346,Accept,1.5127672829056789,Reject,Accept,0.1443596706000781
0.947370636185593,0.8791034507030594,0.07129165005234789,-0.034456172021419755,0.18395820617581796,Accept,"Gender, Age, ProgVar",1.7810330247296298,0.07129165005234789,-0.03581433347074414,0.18340262808863272,Accept,1.659200602877675,Reject,Reject,1.1208890525191575
0.8257747264052797,0.9675137863518027,0.13301740050318042,0.0012561768630164893,0.28225000627695485,Reject,"Gender, Age, ProgVar",1.567092233896309,0.13301740050318042,-0.007202738601023745,0.27723390376014734,Accept,1.4725394267923593,Accept,Accept,0.19405452599184247
0.8178051642774051,0.947218408002866,0.14449427390771555,0.044630621624480254,0.24919685816651005,Reject,"Gender, Age, ProgVar",1.3881614013102856,0.14449427390771555,0.04128310769270922,0.24787346880482086,Reject,1.3809854762284852,Reject,Reject,1.0532477068601491
0.7973242013976802,0.8968608612400474,0.12431671148674532,0.012193379094198424,0.22440706557775375,Reject,"Gender, Age, ProgVar",1.4650464100614156,0.12431671148674532,0.021650277072624333,0.23525719371124001,Reject,1.4917272073556427,Reject,Accept,0.6501670482829526
0.7165682051294289,0.9769914170886069,0.09662135610361124,-0.0334540399860963,0.2101417375591873,Accept,"Gender, Age, ProgVar",1.4398248728174543,0.09662135610361124,-0.020719091520130795,0.2183229796177299,Accept,1.4475575403539493,Reject,Reject,1.020023603001888
0.7113141429490584,0.9127519697612209,0.17106378187350169,0.06535346903205815,0.2869659336281597,Reject,"Gender, Age, ProgVar",1.550124691266174,0.17106378187350169,0.06283665610886847,0.28728202684818166,Reject,1.5981088476282344,Reject,Accept,0.6358691840719877
0.8774388617322871,0.8869498668247683,0.10921633902763114,-0.022855692478286865,0.2108194721387813,Accept,"Gender, Age, ProgVar",1.6101648427811122,0.10921633902763114,-0.0071464913744826025,0.22220811780588334,Accept,1.5000553728576762,Reject,Accept,0.9262444210568784
0.9406847713406434,0.9225022791528373,0.13412434443801627,-0.01891182228756996,0.26472500500049,Accept,"Gender, Age, ProgVar",1.6068618060076463,0.13412434443801627,-0.0030358811004633397,0.27493779326570894,Accept,1.4297263139739014,Reject,Accept,0.3834342611048175
0.7353444387584014,0.9324451424035762,0.10890063690683893,-0.004928214056761965,0.23134332873600436,Accept,"Gender, Age, ProgVar",1.2738993907699405,0.10890063690683893,-0.007152901362807336,0.231929188248355,Accept,1.3547682652373332,Reject,Accept,0.7434306300665381
0.7684573866877307,0.8802034118263794,0.1473909383016699,0.021038787015183913,0.2650663480324217,Reject,"Gender, Age, ProgVar",1.29666574910097,0.1473909383016699,0.02100274499935469,0.26495214455185107,Reject,1.3358491996708466,Reject,Accept,0.8079545695555187
0.675603760714736,0.8875880372851451,0.2117300019740294,0.07670322555749848,0.3261345117962212,Reject,"Gender, Age, ProgVar",1.5120518392635933,0.2117300019740294,0.08961175554904306,0.3375461431942791,Reject,1.4969779626690303,Reject,Accept,0.7728849242110104
1.0080297068222432,0.9582881772244376,0.02770756205515988,-0.08107862188955409,0.14647589294575178,Accept,"Gender, Age, ProgVar",1.452456860374294,0.02770756205515988,-0.08489874262384861,0.14461055066391515,Accept,1.4621416176023205,Reject,Accept,0.29122072978553354
1.0053675221850402,0.975329945892794,0.06000580233575012,-0.06138406580968046,0.20729156932301432,Accept,"Gender, Age, ProgVar",1.7040883282761288,0.06000580233575012,-0.07413503549552154,0.1985639648437294,Accept,1.5964195631936626,Reject,Accept,0.6090195838600859
0.8507022367445901,0.8761771926239185,0.18075905208368537,0.07809541589298466,0.2752183226348499,Reject,"Gender, Age, ProgVar",1.3611761006753695,0.18075905208368537,0.08338668567331056,0.2841759167666305,Reject,1.5566228309628638,Reject,Reject,1.1309259438643449
0.7559885133041981,0.8852446989480931,0.1897118727364588,0.08927943374161772,0.3109601646262549,Reject,"Gender, Age, ProgVar",1.408763492433369,0.1897118727364588,0.0822723848922177,0.3040592787932577,Reject,1.5061319172152077,Reject,Accept,0.6138562280283205
0.780267751048515,0.907162335357659,0.20253501446269523,0.0881654814130958,0.3159834949959351,Reject,"Gender, Age, ProgVar",1.5689455005198503,0.20253501446269523,0.08914203355317374,0.31839131544858407,Reject,1.53930734627719,Reject,Accept,0.5928896890114507
0.5635049031191528,0.9426596098176591,0.1409876110220106,0.03753145799889576,0.30079281753892784,Reject,"Gender, Age, ProgVar",1.6191181306050362,0.1409876110220106,0.008777677683116394,0.2720243807452299,Reject,1.4690594129631611,Reject,Accept,0.7981778662477141
0.6080071850883874,0.9099145449482184,0.16931874101881245,0.04747829630951651,0.26901348901422006,Reject,"Gender, Age, ProgVar",1.5520796871730618,0.16931874101881245,0.06145898476489093,0.28153072246845223,Reject,1.412019237146649,Reject,Accept,0.6079709954586132
