Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Prediction_Error,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Prediction_Error_Noise,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
-0.144385099411915,0.629246302690516,0.422033013857656,0.0927691506708589,1.04712359011879,Reject,"Z2, Z4",2.01944053032023,0.422033013857656,0.0366979447448901,0.836994202044082,Reject,1.62467472665923,Reject,Accept,Reject,1.54013076795905
0.63416747306281,0.643888057627979,0.382093460498423,-0.112129357403702,0.943895366465509,Accept,"Z2, Z4",2.42224663516006,0.382093460498423,-0.11350287683401,0.865972975510798,Accept,2.24733116812093,Reject,Accept,Accept,1.18815636255144
2.05634817147259,0.9793696454143,0.187998145877738,-0.916852846550539,0.339817371120709,Accept,Z2,2.63795249099772,0.187998145877738,-0.254781692526403,0.629929941247427,Accept,2.44462212782181,Accept,Accept,Accept,0.670189333881477
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.49070614298609,1.04704463336429,-0.00898739885692952,-0.889625588165641,0.491007484530903,Accept,Z2,3.66403539082816,-0.00898739885692952,-0.403630403600273,0.42134732247847,Accept,2.03877727843652,Accept,Accept,Accept,0.789836014757805
0.457499666227284,0.726867455713849,0.0944541251620503,-0.136291865413917,0.88496910299289,Accept,"Z4, X10",2.73269871801287,0.0944541251620503,-0.36474071580067,0.551582966949438,Accept,2.08712919417369,Accept,Accept,Accept,0.501078023632361
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.704848816245333,0.603774991557408,0.322051138187221,0.0750993422380445,1.0472970191857,Reject,Z2,2.47098485997364,0.322051138187221,0.0102195742290489,0.633236118807648,Reject,1.74149309475482,Accept,Accept,Reject,1.48672147035493
1.35286044697606,1.00324890441828,0.0296118696200575,-0.320011426703662,0.566573862320304,Accept,"Z2, Z4",2.48340990905218,0.0296118696200575,-0.313820513679285,0.346738228820619,Accept,1.87588434537405,Accept,Accept,Reject,1.63193529002128
0.148108551368348,0.443281427222864,0.153944898078555,0.0492461463950023,1.23981680961848,Reject,"Z4, X1",2.97122550182687,0.153944898078555,-0.338579274440775,0.648063485030049,Accept,2.13115066824257,Reject,Accept,Accept,0.182857139175324
1.61081078300485,0.871802785000341,0.282951549428043,-0.404048491255697,0.507051411467663,Accept,"Z2, Z4",2.39080750882617,0.282951549428043,-0.0139091792600664,0.584183329587066,Accept,1.94902511660667,Accept,Accept,Accept,0.582348276667037
1.80637778726205,1.05521478375319,-0.152367814387582,-0.715018601450033,0.352854410464227,Accept,"Z2, Z4",2.32397534400718,-0.152367814387582,-0.604118719771347,0.271193843277204,Accept,2.02311772281624,Accept,Accept,Accept,1.59047116962389
