Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Prediction_Error,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Prediction_Error_Noise,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
0.24393868165921911,0.6862588909771011,0.4595024036531186,0.277318947313018,0.8892105003547811,Reject,"Z1, Z2, Z4",3.0175114852411973,0.4595024036531186,0.16679721431830993,0.7383525671584261,Reject,2.7421750199148405,Reject,Reject,Accept,0.794275832739143
1.0160541195900383,0.613030256840238,0.27461204246364346,0.18814613549302833,0.705202148794508,Reject,"Z2, Z4",2.8400277372145424,0.27461204246364346,0.033446684940051805,0.493713728087097,Reject,2.516226560176939,Reject,Reject,Accept,0.9028763169926781
1.223977274375716,0.9175621742719395,0.1738875445565898,-0.026843370603843397,0.46910158349303377,Accept,"Z1, Z2, Z4",2.679120678928363,0.1738875445565898,-0.06643091382369373,0.4251809918503353,Accept,2.590791689553924,Reject,Reject,Accept,0.7650009777341116
0.8050323473378475,0.8913944151135539,0.34443466279744633,0.07248484607534689,0.539713934039658,Reject,"Z1, Z2, Z4",2.099772009806584,0.34443466279744633,0.13618303835075507,0.5636540006781829,Reject,2.143478450503648,Reject,Reject,Accept,0.9857152599349589
0.9238904057986473,0.862574299511092,0.29502007192957697,-0.03491618659174818,0.5525749878979465,Accept,"Z2, Z4",2.4605460651943876,0.29502007192957697,0.025723411234325894,0.5477691397580581,Reject,2.5638365661607914,Reject,Accept,Accept,0.3596920348779184
1.2231786344949844,0.9103201314592329,0.26618715690928446,0.03248561831297861,0.5149428604581895,Reject,"Z1, Z2, Z4",2.570239855312891,0.26618715690928446,0.027621596241131093,0.5012727634319469,Reject,2.510647721982514,Reject,Reject,Accept,1.0023754018961761
0.892075224938784,0.8099739607054703,0.356349199580182,0.18069011334010843,0.6166641060594107,Reject,"Z1, Z2, Z4",2.408271876078256,0.356349199580182,0.12898553968252485,0.5761684116293454,Reject,2.594326793970845,Reject,Reject,Accept,1.0121927398911348
1.133446100149809,0.9354244959932927,0.16013895730974906,-0.03413632194480286,0.551161986665335,Accept,"Z2, Z4",2.871257832685032,0.16013895730974906,-0.11915944710712027,0.47121647568874714,Accept,2.567829663720565,Accept,Accept,Accept,0.7767548545858353
0.48189437190061357,0.6998192207546523,0.44570476522701,0.2635559975936038,0.9383347305955478,Reject,"Z2, Z4",2.550261513215615,0.44570476522701,0.1568962016092716,0.722267647787015,Reject,2.554271702890841,Reject,Reject,Reject,1.1591918914385424
1.0307235898976757,0.8262796388957894,0.23060935495164875,-0.0035792283281811665,0.5971265014311096,Accept,"Z1, Z2, Z4",2.459393925001956,0.23060935495164875,-0.06091981992949547,0.5171110289398885,Accept,2.7221974481018982,Reject,Reject,Accept,0.280485493616884
