rejection.Risk,Lower.CI,Upper.CI,SSVS_results,rejection.Risk_Noise,rejection.interaction,rejection.SDIR,SDIR
Accept,-0.06035549178091003,0.6736879492876098,"Gender, Age, ProgVar",Reject,Reject,Reject,0.992401596300829
Reject,0.3336195354136544,0.9346713957128607,"Gender, Age, ProgVar",Reject,Reject,Reject,1.4102258875206497
Accept,-0.006778475044812058,0.6342635093008248,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0008001912657707
Reject,0.2185033453389792,1.0194740828796318,"Gender, Age, ProgVar",Accept,Reject,Accept,0.8385077390131106
Reject,0.16232704407124451,0.6625012174557954,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9876542617968567
Reject,0.1778605124851732,0.808955222261907,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8064255922696759
Reject,0.015564739570552072,0.5842098282560275,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6745360043650888
Reject,0.07837335883930902,0.6325408653963598,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7275449594627222
Reject,0.010379338134585886,0.5394892590905584,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7628460556551594
Accept,-0.0407011388044643,0.6031682284780917,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6236865163445409
Reject,0.16197923669922915,0.7577282833783672,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9704291911599086
Accept,-0.0939827425264696,0.48600156248521637,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6224791368155963
Reject,0.0820296717101642,0.690560077159943,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7571368649589013
Reject,0.39764690321241075,0.9485557933582576,"Gender, Age, ProgVar",Reject,Reject,Reject,1.190476594985559
Accept,-0.09873879875179739,0.45679575209963474,"Gender, Age, ProgVar",Accept,Reject,Accept,0.5310296639081356
Reject,0.3952965150986232,0.9460619843346054,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1822816656168726
Reject,0.23179654126813676,0.8402285043782541,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8950476760663846
Reject,0.082004387515061,0.6724282267164537,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8835868692890485
Reject,0.059376462609231184,0.6890556961814802,"Gender, Age, ProgVar",Reject,Reject,Accept,0.751280059336929
Reject,0.06933419472574172,0.6799261340977039,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5795713561887832
Reject,0.14772894229578978,0.759251494224014,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8756784619168664
Accept,-0.06859499670090191,0.5609155025980656,"Gender, Age, ProgVar",Accept,Reject,Accept,0.4461414386906558
Accept,-0.12057287632813442,0.622684722467313,"Gender, Age, ProgVar",Reject,Reject,Accept,0.1616889346156361
Reject,0.20142833376512292,0.7700882436383985,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0840027511234354
Reject,0.02952868858544963,0.627703703734068,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8536847604841319
Reject,0.3230395468184394,1.0577337196463699,"Gender, Age, ProgVar",Reject,Reject,Reject,0.8629134902460409
Accept,-0.15924838628947324,0.5158723725095756,"Gender, Age, ProgVar",Accept,Reject,Accept,0.5090699988196283
Reject,0.08663381391406912,0.653694100524445,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7266886943772006
Reject,0.15634973774461663,0.6610793513911776,"Gender, Age, ProgVar",Reject,Reject,Reject,1.256826413796096
Reject,0.3868350500002354,0.986182057219966,"Gender, Age, ProgVar",Reject,Reject,Reject,1.3834287484345644
Reject,0.023962596509181956,0.6993230967737706,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0344139521292317
Reject,0.36693331549373454,0.9502213606242781,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1140558027417518
Reject,0.3283560491876813,0.8347054522007913,"Gender, Age, ProgVar",Reject,Reject,Reject,0.8606200600401762
Accept,-0.1737136371123782,0.4158036377702066,"Gender, Age, ProgVar",Reject,Reject,Accept,0.34876406927955717
Accept,-0.08264462876822874,0.5851800948636918,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6519369495828341
Accept,-0.019232846355820676,0.5355393832839105,"Gender, Age, ProgVar",Reject,Reject,Reject,1.182672345333598
Reject,0.06283676535010835,0.8015951299207441,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0291298733012144
Reject,0.07988170707051942,0.6740781720826057,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9425877018590951
Reject,0.1574029097781293,0.8374835283396195,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9016439419078072
Reject,0.22354985449890102,0.7692921338676134,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9342032300826996
Accept,-0.1612542814712797,0.481929041060003,"Gender, Age, ProgVar",Reject,Reject,Accept,0.3786812477206352
Accept,-0.0425218964164517,0.4999575228665063,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6308046847899665
Reject,0.16087820371923572,0.7144662251450717,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9166408940392997
Reject,0.18477422921231504,0.7162961240857166,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8464094484824745
Reject,0.03295005472635951,0.6080519651187581,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0486591740939926
Accept,-0.09164085903910932,0.43844600186508254,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7380497561892512
Reject,0.2567709958179312,0.7705315789228445,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0357039288788872
Reject,0.21993199212853592,0.8902845203931227,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9705526577160547
Reject,0.1799172404125384,0.771137448019992,"Gender, Age, ProgVar",Reject,Reject,Reject,1.3146169220380841
Reject,0.1206701580375012,0.7331720978658937,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9597744642496129
Reject,0.17383704748378734,0.7210459144379863,"Gender, Age, ProgVar",Reject,Reject,Reject,0.962309768128096
Accept,-0.28090343887527736,0.30392769638716055,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5573230945491547
Reject,0.2520578745769738,0.773325107055436,"Gender, Age, ProgVar",Reject,Reject,Reject,1.129294060397851
Accept,-0.037456857651191944,0.601406286347159,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8604776603676094
Reject,0.023364426789127396,0.7222148744220619,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9863779524626232
Accept,-0.017836157564582622,0.5531957511758309,"Gender, Age, ProgVar",Reject,Reject,Accept,0.770566655830526
Reject,0.17012081073992494,0.7529064296083791,"Gender, Age, ProgVar",Reject,Reject,Reject,1.208069820867709
Accept,-0.05140844857758578,0.5865851752413369,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6768911848022421
Reject,0.31124890625357626,0.9130192435663216,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0223356111323354
Accept,-0.13064281962188679,0.45827540519001014,"Gender, Age, ProgVar",Reject,Reject,Accept,0.31486427851036924
Reject,0.14092187616378338,0.6863417443549492,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8962681957815101
Reject,0.15852798503036403,0.7713061221114815,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9340816673763555
Reject,0.23760707992169663,0.7354420577687873,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8571959426506874
Reject,0.10597296815671428,0.6920908559326142,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0314354771446426
Reject,0.25029729350670255,0.7967445004730718,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1695933286786353
Accept,-0.01945806674763803,0.5714328645047843,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7827285529950482
Accept,-0.1169442873818973,0.5575382877934512,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5816163164750727
Reject,0.19485038226216925,0.7036980696532534,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0896983202314026
Reject,0.21194996674505037,0.8800299089180399,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9491479051913309
Reject,0.08610474090985298,0.7183309728753636,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8474490837523442
Reject,0.030252642855402752,0.6485274741500877,"Gender, Age, ProgVar",Reject,Reject,Accept,0.4873410710207375
Reject,0.1053332811486706,0.7242346382098575,"Gender, Age, ProgVar",Reject,Reject,Reject,1.3669634089650573
Reject,0.15092279992685545,0.8511224530728896,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6607849929654992
Reject,0.2819059652956575,0.9620381989715489,"Gender, Age, ProgVar",Reject,Reject,Reject,1.234860918844967
Reject,0.01213541282542313,0.6154598626859027,"Gender, Age, ProgVar",Reject,Reject,Accept,0.509087212944977
Accept,-0.3194395344675118,0.27105093728096646,"Gender, Age, ProgVar",Reject,Reject,Accept,0.3533891642771878
Reject,0.10488609989605316,0.6608912349279529,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9742097422075343
Reject,0.18944585622712307,0.7079317215676633,"Gender, Age, ProgVar",Reject,Reject,Reject,1.198665185846841
Reject,0.0602239330296549,0.6910325018210236,"Age, ProgVar",Reject,Reject,Reject,1.097590802643627
Reject,0.1297233048816308,0.8139568699907104,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2354429268326024
Accept,-0.09593739768358531,0.5676986912567031,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5054905150869491
Accept,-0.04272129136671571,0.5086185327424965,"Gender, Age, ProgVar",Accept,Reject,Accept,0.7066383725951046
Accept,-0.09255323291007747,0.5564751016327282,"Gender, Age, ProgVar",Reject,Reject,Accept,0.41743208683501515
Accept,-0.1265033240210222,0.5292106619480166,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5405236093392849
Reject,0.08429083376353183,0.6938685406788766,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9267444969175612
Reject,0.11393402850638848,0.7027811400650159,"Gender, Age, ProgVar",Reject,Reject,Reject,1.034312398877353
Reject,0.13877256214326633,0.6928202761320865,"Gender, Age, ProgVar",Accept,Reject,Accept,0.5598953777519432
Reject,0.008133406916948166,0.61298968059383,"Gender, Age, ProgVar",Reject,Reject,Accept,0.43971184328080876
Reject,0.1286391595433835,0.7185565613153909,"Gender, Age, ProgVar",Reject,Reject,Reject,0.85018554802536
Accept,-0.28647795807667975,0.30130494415879827,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6507227415257356
Reject,0.20097952104281958,0.7829447888894235,"Gender, Age, ProgVar",Reject,Reject,Reject,1.088485187436294
Reject,0.3207050677232455,0.9409777128531189,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0383214805494594
Reject,0.2915644812863496,0.8956590218210324,"Gender, Age, ProgVar",Reject,Reject,Reject,1.4796819267597956
Reject,0.15422869452431845,0.7537084358877437,"Gender, Age, ProgVar",Reject,Reject,Reject,1.06666125781482
Accept,-0.3251390478976307,0.23381496745230326,"Gender, Age, ProgVar",Reject,Reject,Accept,0.40179989846175923
Reject,0.03740820835838757,0.6227518093833914,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7437901120967638
Reject,0.20933607964196366,0.8270318900860282,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9598858414565863
Accept,-0.2797884349749254,0.3935279634389502,"Age, ProgVar",Reject,Reject,Accept,0.7812980438085585
Accept,-0.028924620992012817,0.4923326165026958,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7389009642317899
Reject,0.27789594009346097,0.7986056572617184,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0234610532144914
Reject,0.18162188494445974,0.7798628759612072,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0184057872064909
Reject,0.07356104103870245,0.6721800454934292,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6724337905232111
Reject,0.48681830090787825,1.0891368286434837,"Gender, Age, ProgVar",Accept,Reject,Reject,1.335557046422712
Reject,0.061444373736144975,0.7044634457037237,"Gender, Age, ProgVar",Reject,Reject,Reject,1.23682637564727
Accept,-0.08633560588710104,0.5232051861617503,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2451660966689349
Reject,0.24596113142210332,0.8786686670490502,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2358877234622712
Accept,-0.10391884507040591,0.4986069176769351,"Gender, Age, ProgVar",Reject,Reject,Accept,0.9432016069205754
Reject,0.08163382602495739,0.71201242317656,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0849532646408373
Reject,0.027054617329197367,0.5906513470621833,"Gender, Age, ProgVar",Reject,Reject,Reject,1.129772061107024
Accept,-0.09286614060945678,0.4129993560421077,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6847879311151142
Reject,0.2712979761276368,0.9221163957550012,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2962779638475708
Accept,-0.019460138349256167,0.5407811514679653,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7349899091276223
Accept,-0.05581200394516124,0.47838569999535374,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5668010737867923
Accept,-0.18112166007108244,0.42140820897258896,"Gender, Age, ProgVar",Reject,Reject,Accept,0.21704003099774186
Reject,0.10720790699602456,0.6810284350835367,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1052485731742319
Accept,-0.08418029075745212,0.5349563332847984,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8367603962767467
Accept,-0.035809025148608606,0.5241370846439066,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0511112062326688
Accept,-0.10809685704077286,0.47834311578508926,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7049220868773383
Accept,-0.02098506398857536,0.5505695139295641,"Gender, Age, ProgVar",Reject,Reject,Accept,0.3371611390588374
Accept,-0.10536115459535815,0.48124231449867927,"Gender, Age, ProgVar",Accept,Reject,Accept,0.6663966694219837
Reject,0.1482691587696795,0.6730369321168935,"Gender, Age, ProgVar",Reject,Reject,Reject,1.076326419796852
Accept,-0.16567333976234533,0.4154842813375834,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6062257667996568
Reject,0.024806122529152846,0.5601067398216776,"Gender, Age, ProgVar",Reject,Reject,Accept,0.76283519079836
Reject,0.23917671127043386,0.8778719864092669,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2659667890305801
Accept,-0.11781812504184416,0.528121639370077,"Gender, Age, ProgVar",Reject,Reject,Accept,0.4946331549303188
Reject,0.16616208535897017,0.7571215411045252,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2082862503269962
Reject,0.17175910426695706,0.778960822907373,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9778801166142692
Reject,0.09204342155616867,0.659375085841976,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8263544034427351
Accept,-0.05124678155568842,0.565760777122089,"Gender, Age, ProgVar",Accept,Reject,Accept,0.28432384864927274
Reject,0.07139309955478229,0.6827201882069043,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0006254177885108
Accept,-0.08531931767201617,0.5956309320566142,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7887007875663058
Reject,0.39806002389219564,0.9820658983533888,"Gender, Age, ProgVar",Reject,Reject,Reject,1.3484909068869328
Reject,0.27875198408690816,0.87440425783401,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1830848394109827
Accept,-0.16009583671018918,0.29622595508922406,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7004126985274716
Reject,0.11524638515488025,0.7462256958127573,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7235037405680473
Accept,-0.22977869782434873,0.39702463007761407,"Gender, Age, ProgVar",Accept,Reject,Accept,0.7623374133890201
Accept,-0.1144565220487799,0.4118005910567718,"Gender, Age, ProgVar",Reject,Reject,Accept,0.43977459042148365
Reject,0.0984659996839625,0.6582026238079969,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9465705495615171
Accept,-0.1742609248218325,0.4447296823813369,"Gender, Age, ProgVar",Reject,Reject,Reject,1.018912010118227
Reject,0.05487640464975416,0.6871622807562826,"Gender, Age, ProgVar",Reject,Reject,Accept,0.79507631192025
Reject,0.21000545211088223,0.740547350970145,"Gender, Age, ProgVar",Reject,Reject,Reject,1.3224673489771042
Accept,-0.0455176265352574,0.4956625593380957,"Gender, Age, ProgVar",Accept,Reject,Accept,0.4807644992811315
Reject,0.06717759916980605,0.6852338864001865,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7519421853257562
Reject,0.12185816531187421,0.6350385371954964,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1520020637701893
Reject,0.05801054652406168,0.74426406107069,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8125248420146047
Reject,0.2412091404053902,0.8683952551665238,"Gender, Age, ProgVar",Reject,Reject,Reject,1.002364012220013
Accept,-0.09757788715085139,0.5252982319316222,"Gender, Age, Outcome_BL, ProgVar",Accept,Reject,Accept,0.7450538631728375
Reject,0.3822981226526732,1.0141858654348312,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1175506460549494
Reject,0.13650431256617873,0.67103951822496,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2939641670080042
Accept,-0.13877496432541775,0.4704360126891042,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5836418392033419
Accept,-0.28625718017775553,0.2681600783581802,"Gender, Age, ProgVar",Reject,Reject,Accept,0.33586558491866547
Reject,0.053409066834952876,0.5955221991350825,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8023013875205365
Reject,0.09952431156905242,0.6370775932591852,"Gender, Age, ProgVar",Reject,Reject,Reject,1.052625156503123
Accept,-0.11300658034243244,0.558331192534055,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0035690407321545
Reject,0.07400386456518668,0.8529202985514669,"Age, ProgVar",Accept,Reject,Accept,0.6808030667130137
Reject,0.22563735027272078,0.8011117068892378,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0600945185713087
Reject,0.056703988762891594,0.6156382625313399,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0731346731402194
Reject,0.0595901560136973,0.6568086949162234,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0393889740785145
Reject,0.12263513737584403,0.7538380486662879,"Gender, Age, ProgVar",Reject,Reject,Reject,0.8403891038441904
Accept,-0.1083083234018024,0.43575645833047216,"Gender, Age, ProgVar",Reject,Reject,Accept,0.47481103845360617
Reject,0.05336523930457395,0.6931384952347204,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9951376784173815
Reject,0.05137562398564274,0.641303397926101,"Gender, Age, ProgVar",Reject,Reject,Reject,0.8829220549409487
Accept,-0.025140448716746172,0.61702194727453,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7172875831382771
Reject,0.27868236979462646,0.9098778118282551,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9789420006255972
Reject,0.1469139334776854,0.6701443344527362,"Gender, Age, ProgVar",Reject,Reject,Reject,0.8927001667272053
Accept,-0.09616529135776913,0.4578315841119235,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7131502740670644
Reject,0.18683262640189524,0.817860964123255,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8115508520072986
Reject,0.1141580999022688,0.6551078767807155,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9424773261646228
Accept,-0.0686804856200478,0.49076663981330765,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5095387954070469
Reject,0.11086521230548364,0.7321112708092273,"Age, ProgVar",Reject,Reject,Reject,0.9559220247290613
Reject,0.1299454910673917,0.7174496143877169,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9062212318559231
Accept,-0.03775486462177327,0.5661322903414708,"Gender, Age, ProgVar",Reject,Reject,Accept,0.45805492340154935
Accept,-0.01894239138789608,0.6465209828702697,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9717196101811455
Reject,0.24063379961427533,0.8545771032040634,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9813168506839847
Reject,0.15176536032688004,0.746449475421582,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9405892454925051
Accept,-0.05407195422936387,0.4690713082195777,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7573531199711591
Accept,-0.08015332528806027,0.5664973333608896,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6797836934946359
Reject,0.08159024824375981,0.6185973889650136,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1930927007415697
Accept,-0.01399915294155582,0.5849372817296812,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7936170263390242
Reject,0.2011937612382119,0.7874686406057075,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0555092564683257
Reject,0.07846953634267664,0.608941051473534,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8245126336490642
Accept,-0.07067196573282805,0.5951313903707338,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7454395612978596
Reject,0.029251970974317892,0.6565078871265503,"Age, ProgVar",Reject,Reject,Accept,0.8108791657444822
Accept,-0.11122623549601243,0.4988890461607506,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9057849548196032
Reject,0.6156981529275727,1.1481528177857412,"Gender, Age, ProgVar",Reject,Reject,Reject,1.4974417484308373
Accept,-0.20005551764634927,0.33433076623434477,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5424930989720186
Reject,0.2757218600930403,0.8892304328575216,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2776131978362844
Reject,0.23754001116426393,0.7615047652373361,"Gender, Age, ProgVar",Reject,Reject,Reject,1.3435160920352858
Accept,-0.03400043949126971,0.6583194498842524,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0266662304524363
Accept,-0.336706579364687,0.35928280453093675,"Gender, Age, ProgVar",Reject,Reject,Accept,0.3796862034490973
Accept,-0.1165161543764645,0.5974477301298022,"Gender, Age, ProgVar",Accept,Reject,Accept,0.2819978688418328
Accept,-0.046927500839536035,0.4996196094601314,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6781497802270688
Reject,0.09148908991477964,0.6372633916734006,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9664849396560263
Reject,0.16564543107266466,0.8354529213379961,"Gender, Age, ProgVar",Reject,Reject,Accept,0.837042478045669
Reject,0.1018915325574274,0.7609517823119935,"Gender, Age, ProgVar",Reject,Reject,Accept,0.401507315417321
Reject,0.1254652361643657,0.6769510777127296,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5821835610125412
Accept,-0.0650805780547625,0.42784223403275756,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9636536046169697
Accept,-0.004059676138438967,0.5202474775710269,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6063615257492495
Accept,-0.026989677530449493,0.5904184304408651,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9691960042430419
Accept,-0.04175489225168763,0.5742083276289914,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0964703020955504
Accept,-0.005350744116587813,0.6006916683163195,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9703740402082577
Accept,-0.08721074019534902,0.5300990655657588,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6604606857502994
Reject,0.20079148458835536,0.9009506517741394,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0877597673008872
Accept,-0.1539198847388456,0.3815234016018848,"Gender, Age, ProgVar",Reject,Reject,Accept,0.18734248478534277
Reject,0.004989873041827464,0.5151931383172401,"Gender, Age, ProgVar",Reject,Reject,Accept,0.3634364815522172
Accept,-0.09462816524449363,0.62596123678171,"Gender, Age, ProgVar",Accept,Reject,Accept,0.8028264812446405
Accept,-0.04652660841687206,0.5881649881226054,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7495367632530698
Accept,-0.016790471947569163,0.73057194677654,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0402928845805688
Reject,0.2744562166833402,0.9527253364367253,"Gender, Age, ProgVar",Reject,Reject,Reject,0.901457639697945
Reject,0.013889715036179015,0.6730343496794647,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0028308580394254
Reject,0.20519981548881577,0.7396157077872468,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2476614971245052
Reject,0.12782175408359758,0.8058545046876117,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6841740464915411
Accept,-0.10861635380660463,0.4890304800663295,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7185356384776173
Reject,0.03876208611431431,0.6825866244299997,"Gender, Age, ProgVar",Reject,Reject,Reject,1.002757549530539
Reject,0.12059829449897871,0.7169781806012698,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8976177500143349
Reject,0.241146951875734,0.893800254709832,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2401962418642205
Reject,0.15994861466340984,0.7826546597141083,"Gender, Age, ProgVar",Reject,Reject,Reject,1.119809595470986
Reject,0.1826340698751061,0.8245900019117894,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6934043910221582
Reject,0.012711412715983528,0.6995373558614505,"Gender, Age, ProgVar",Reject,Reject,Accept,0.638868604417504
Accept,-0.05321795095887559,0.6094190191053527,"Age, ProgVar",Reject,Reject,Accept,0.6176666380188919
Accept,-0.009961993926720467,0.5603678607675432,"Gender, Age, ProgVar",Reject,Reject,Accept,0.47830747914888255
Reject,0.043347314016256216,0.6493447927944641,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0380385906347396
Reject,0.05289541049135206,0.5586582438123231,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7594822864780737
Accept,-0.07643279896536397,0.4702354637002733,"Gender, Age, ProgVar",Reject,Reject,Accept,0.613480504697178
Reject,0.09247897343524952,0.6631734767838777,"Gender, Age, ProgVar",Reject,Reject,Reject,0.87029917666654
Reject,0.10890659721442095,0.681884280021882,"Gender, Age, ProgVar",Reject,Reject,Reject,0.8900677205620678
Reject,0.0048698390978373085,0.5439625813907165,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0838531156904563
Reject,0.021046582424645577,0.6098617973540744,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9666449037555621
Reject,0.07634410696113611,0.6964217744963953,"Gender, Age, ProgVar",Reject,Reject,Accept,0.2826944375796905
Reject,0.0911851938500561,0.6721968264454696,"Age, ProgVar",Reject,Reject,Reject,1.118492440896565
Accept,-0.05885471398536568,0.5012804241976601,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7875249612887485
Reject,0.004724823698779357,0.5676961909514653,"Gender, Age, ProgVar",Reject,Reject,Reject,0.969920117072662
Reject,0.1786985043805299,0.7808654211764663,"Gender, Age, ProgVar",Reject,Reject,Reject,0.9215628733702308
Reject,0.045330522117389,0.6458066447566513,"Gender, Age, ProgVar",Reject,Reject,Accept,0.5096163657365534
Accept,-0.14974156648366904,0.44580945358645846,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7828195742928231
Accept,-0.27333285460862256,0.3118318744470594,"Gender, Age, ProgVar",Accept,Reject,Accept,0.7179650401961097
Reject,0.14670037338474362,0.7968950188752336,"Gender, Age, ProgVar",Reject,Reject,Reject,1.1670973236651367
Accept,-0.08304972356143872,0.5014865094722915,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6299005745969081
Reject,0.044299278249340046,0.6261168865232323,"Gender, Age, ProgVar",Reject,Reject,Reject,1.0154003538633645
Accept,-0.18744324793429984,0.39888944182468766,"Gender, Age, ProgVar",Reject,Reject,Accept,0.7080793893740882
Reject,0.21318060834581448,0.7080677860986441,"Gender, Age, ProgVar",Reject,Reject,Reject,1.2076989830455358
Reject,0.07036604830880686,0.6478702829699842,"Gender, Age, ProgVar",Accept,Reject,Accept,0.520835811426005
Reject,0.06559771975827161,0.6557345992502605,"Gender, Age, ProgVar",Accept,Reject,Accept,0.7759577848652573
Accept,-0.08031713992688208,0.4991524698880023,"Gender, Age, ProgVar",Reject,Reject,Accept,0.6795773951713048
