rejection.Risk,Lower.CI,Upper.CI,SSVS_results,rejection.Risk_Noise,rejection.interaction,rejection.SDIR,SDIR
Accept,-0.27752515098651354,0.4820016307914348,"Gender, Age, ProgVar",Accept,Accept,Accept,0.709358160988301
Accept,-0.3408530780298822,0.4112330981340844,"Gender, Age, ProgVar",Accept,Accept,Accept,0.1593154996137087
Accept,-0.09023223586899631,0.5088213647905694,"Gender, Age, ProgVar",Accept,Accept,Accept,0.4992735939582483
Accept,-0.6082085765113504,0.08057791011023047,"Gender, Age, ProgVar",Accept,Accept,Accept,0.357248223090266
Accept,-0.4973196138431637,0.2950662628414272,"Gender, Age, ProgVar",Reject,Accept,Accept,0.3129594209150323
Accept,-0.1694448948481339,0.5011630883217313,"Gender, Age, ProgVar",Accept,Accept,Accept,0.4351671271485352
Accept,-0.21070902166449618,0.495593016038271,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7539365860920902
Accept,-0.18557771814412471,0.49134949997804417,"Gender, Age, ProgVar",Accept,Accept,Accept,0.21972747921392072
Accept,-0.14700857367879372,0.49632232503483115,"Gender, Age, ProgVar",Accept,Accept,Accept,0.19075986373040657
Accept,-0.3128291639259062,0.45005103728376084,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5998406983973659
Accept,-0.1955062018215179,0.4251992556772738,"Gender, Age, ProgVar",Accept,Reject,Accept,0.3528816758764379
Accept,-0.08254678102170487,0.5480226866016376,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7129539253986216
Accept,-0.4600303377760732,0.18753851244762368,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5103869479518747
Accept,-0.6142360926732008,0.10552415710428655,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6394231034207811
Accept,-0.37058215321562354,0.3750840641579628,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7103989165177551
Accept,-0.2755225111018925,0.457812096314137,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2823017822177073
Accept,-0.14431163179360468,0.5857716949146079,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7045537575156595
Accept,-0.25717538822775604,0.42834521382478274,"Gender, Age, ProgVar",Accept,Accept,Accept,0.17590378166129758
Accept,-0.5543948709992599,0.23122859438480914,"Gender, Age, ProgVar",Accept,Accept,Accept,0.3778194933656355
Accept,-0.2796911299327946,0.36042246509658027,"Gender, Age, ProgVar",Accept,Reject,Accept,0.48308764237610036
Accept,-0.5150192238313288,0.19274802597487126,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6556096071228574
Accept,-0.2188745755747235,0.495405881550111,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2439214850514344
Accept,-0.14321956200658198,0.4769095241829481,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6802438413131625
Accept,-0.5420649688855628,0.1869403131945061,"Gender, Age, ProgVar",Accept,Accept,Accept,0.18803248489994692
Accept,-0.2654037007067747,0.357931869710858,"Gender, Age, ProgVar",Accept,Accept,Accept,0.46053275670017513
Accept,-0.24897571846276134,0.4216141276568651,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5193773821900189
Accept,-0.4921623296276265,0.1535126073516933,"Gender, Age, ProgVar",Accept,Accept,Accept,0.3256128477817097
Accept,-0.25659737630492024,0.31777962252649683,"Gender, Age, ProgVar",Accept,Accept,Accept,0.14219717210820867
Accept,-0.25498658003678004,0.3636847106250545,"Gender, Age, ProgVar",Accept,Accept,Accept,0.4868392329526887
Accept,-0.5240659243221757,0.24904548843338253,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2850143934721535
Accept,-0.1178804263779598,0.6294500126010623,"Gender, Age, ProgVar",Accept,Accept,Reject,0.9954137620040355
Accept,-0.1735905851337027,0.5235778815298178,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6647256404371203
Accept,-0.26067966663873793,0.4526162415193514,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2704557168228518
Accept,-0.5526262817051738,0.06644530655342978,"Gender, Age, ProgVar",Accept,Accept,Accept,0.8698285062715705
Accept,-0.19637330123676186,0.5072963968796566,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6948214003461157
Accept,-0.20455739555846403,0.4785224856287513,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7404467839416242
Accept,-0.47134459854946387,0.20118244516504474,"Gender, Age, ProgVar",Accept,Accept,Accept,0.18526484240390811
Accept,-0.0358593903942081,0.5894085124903138,"Gender, Age, ProgVar",Accept,Accept,Accept,0.515398442309183
Accept,-0.321442083069922,0.34283283053374386,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5057154759905479
Accept,-0.3538538662101065,0.25223754335423043,"Gender, Age, ProgVar",Accept,Accept,Accept,0.3112160231331882
Accept,-0.3603698342077627,0.4204543394930005,"Gender, Age, ProgVar",Accept,Accept,Accept,0.3884004021889651
Accept,-0.163574677172167,0.5220535942101534,"Gender, Age, ProgVar",Reject,Accept,Accept,0.5159782935235416
Accept,-0.36393158885349275,0.3808817272763851,"Gender, Age, ProgVar",Reject,Accept,Accept,0.6065479686722701
Accept,-0.4257659291925786,0.3074443962098638,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5066294412815797
Accept,-0.22901514651659347,0.6120737468807445,"Gender, Age, ProgVar",Accept,Accept,Reject,0.8598111675660229
Accept,-0.23003444647343219,0.44045720567433394,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2606444083834615
Accept,-0.25622651972902066,0.4294242505632588,"Gender, Age, ProgVar",Accept,Accept,Accept,0.20455780323969083
Accept,-0.40427479964389507,0.25242796753572666,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2954655709587962
Accept,-0.00868245515055377,0.5545964017170764,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7837688791101275
Accept,-0.16287700931627064,0.4172178152287892,"Gender, Age, ProgVar",Accept,Accept,Accept,0.28702843314220594
Accept,-0.39513025113833233,0.16641921100822044,"Gender, Age, ProgVar",Accept,Accept,Accept,0.8450389725071519
Accept,-0.460580497758123,0.2672075463095725,"Gender, Age, ProgVar",Reject,Accept,Accept,0.33876906123737716
Reject,0.03893800424314836,0.6728263807806416,"Gender, Age, ProgVar",Accept,Accept,Reject,0.967375917123277
Accept,-0.5323478599394215,0.10553375397476966,"Gender, Age, ProgVar",Accept,Accept,Accept,0.3160390346752504
Accept,-0.4004898209924027,0.3102249036175614,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6107982989765917
Accept,-0.03175991446853196,0.5625382379369791,"Gender, Age, ProgVar",Reject,Reject,Accept,0.8512963736155373
Accept,-0.3818787841541865,0.37512854788988914,"Gender, Age, ProgVar",Reject,Accept,Accept,0.3458584345530327
Accept,-0.16065568216588494,0.48322811306594854,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5590055247038559
Reject,0.017012663015966933,0.7173206983778213,"Gender, Age, ProgVar",Reject,Accept,Accept,0.8186239188646426
Accept,-0.38391738993647806,0.42260760284830795,"Gender, Age, ProgVar",Accept,Accept,Accept,0.4885538869166119
Accept,-0.34998049864991,0.2765460658884178,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5122915666835589
Reject,0.011580006675298626,0.645079243605486,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7831274589900279
Accept,-0.14436732888962323,0.4214338614596708,"Gender, Age, ProgVar",Accept,Accept,Accept,0.7639287604904373
Accept,-0.3038259416404941,0.3395098162568503,"Gender, Age, ProgVar",Accept,Accept,Accept,0.12950236887945518
Accept,-0.10556867172897688,0.5384695458705282,"Gender, Age, ProgVar",Accept,Accept,Accept,0.2213187484485621
Accept,-0.47644163239385184,0.3113226192936414,"Gender, Age, ProgVar",Accept,Accept,Accept,0.611969971289965
Accept,-0.4536245071602385,0.2364878042622071,"Gender, Age, ProgVar",Accept,Accept,Accept,0.5331320695306473
Accept,-0.3784038862181601,0.33993696517039773,"Gender, Age, ProgVar",Accept,Accept,Reject,0.939412541816039
Accept,-0.23406899642473716,0.4470269206005672,"Gender, Age, ProgVar",Accept,Accept,Accept,0.35497791315184907
Accept,-0.45931261597241524,0.34957408029042636,"Gender, Age, ProgVar",Accept,Accept,Accept,0.35682966231235114
Accept,-0.25640754664100085,0.4471124878920776,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6431452061536983
Accept,-0.4000893360057363,0.32726079936681735,"Gender, Age, ProgVar",Accept,Reject,Accept,0.4661658500284788
Accept,-0.6753022416402882,0.11088400021503933,"Gender, Age, ProgVar",Accept,Accept,Accept,0.6395292637442289
