N,Bias,Bias_noise,abs_Bias,abs_Bias_noise,MSE,MSE_noise,waic,waic_noise
100,0.005440873968172332,0.005460275644491748,0.981944657117577,0.9612345392367864,1.5056731282539102,1.4439773620874228,224.28833410341872,235.3182573889662
150,-0.003605074325494002,-0.003578983627666975,0.9811967813152309,0.9706028072333223,1.5039163897538153,1.4687728239274824,331.4580859049911,343.04428297354417
200,-0.0022046470023623626,-0.0021851240718535154,0.9816251258595429,0.9739046922337128,1.5052372857757401,1.4802836362765355,441.0501449659055,452.5200837266645
30,8.896515783778743e-4,7.880906918518657e-4,1.009104271460616,0.8945744304902546,1.5959648483458588,1.2503690419189357,74.26241040444164,80.48747049102165
50,7.836695237699058e-4,7.561854106153926e-4,0.9835129529061908,0.9336068694347927,1.5066030456463653,1.3576273310181657,116.65663680718474,125.82719687534917
