N,Bias,Bias_noise,abs_Bias,abs_Bias_noise,MSE,MSE_noise,waic,waic_noise
100,0.003037265987263179,0.003011005316707544,1.0538862936837217,1.0250118200431793,1.742092281596178,1.6468483270325889,262.1861183769408,272.77048973866476
150,-0.004952104061037139,-0.004945221228320736,1.0527083687514691,1.0367738111926368,1.7336456610757167,1.6802145135007078,388.51568678830495,399.7504520987817
200,-0.0031862036937242216,-0.0032014805732100754,1.052288504407555,1.0410051536262117,1.7332498852244955,1.6947600881025482,515.3641065014074,526.7514954247386
30,0.01122013641510038,0.011214720417327247,1.0974520986267253,0.9355875551681951,1.8841166140703571,1.362534099385639,86.16461998172355,92.34831609108564
50,-0.009393469377712009,-0.009432829821319554,1.0679099489918569,0.9894219730925486,1.7901131717505838,1.5275389187826136,135.88773897266356,143.8599860633967
