Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Prediction_Error,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Prediction_Error_Noise,rejection.Opt_MultInt,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
1.17656865818915,1.00643280399012,-0.1305317648371,-0.325541497718304,0.150137120171502,Accept,"Z1, Z2, Z4",1.49029574322189,-0.1305317648371,-0.371980565688416,0.0929699849847045,Accept,1.30765960602933,Accept,Accept,Accept,Accept,1.08312032344845
0.993747081792343,1.02325760292224,-0.0477749271659067,-0.268528211104601,0.260536210643219,Accept,"Z1, Z2, Z4",1.6255737017554,-0.0477749271659067,-0.300056307900612,0.1970133148746,Accept,1.53312186213345,Accept,Accept,Accept,Accept,0.317613260499553
0.884406852268675,0.945831705790183,-0.0456241085740279,-0.165065997492918,0.35035811402743,Accept,"Z1, Z2, Z4",1.30413717175146,-0.0456241085740279,-0.279871440354448,0.216557208155446,Accept,1.34618948577226,Accept,Accept,Accept,Accept,0.746497247589922
1.11104556168917,1.05736791549752,-0.176226314748773,-0.448873998457699,0.0516606097633244,Accept,"Z1, Z2, Z4",1.62186810044685,-0.176226314748773,-0.405168661636231,0.0675275650879071,Accept,1.48698028965,Reject,Accept,Accept,Accept,0.982193879059543
0.858288173699394,1.044298230538,-0.0739245810977583,-0.324200433095002,0.154658995057357,Accept,"Z1, Z2, Z4",1.70741494287664,-0.0739245810977583,-0.2945312985803,0.152823760842646,Accept,1.54416191319577,Accept,Accept,Accept,Accept,0.496211074429948
1.11805562927275,0.92863256832274,0.0361799332730685,-0.221716620038289,0.242487476064778,Accept,"Z1, Z2, Z4",1.94738820202807,0.0361799332730685,-0.193163191479988,0.263468301214285,Accept,1.41777379007735,Accept,Accept,Accept,Accept,0.650563149174464
0.945048448922976,1.01593051142947,0.138691729292547,-0.0664290128382445,0.403780502413899,Accept,"Z1, Z2, Z4",1.39638495138971,0.138691729292547,-0.0806600224075304,0.355019664999817,Accept,1.40113724773629,Accept,Accept,Accept,Accept,0.844002294407782
1.20073549047314,0.999216373650618,-0.101873177570194,-0.31454426721964,0.0630754410387446,Accept,"Z1, Z2, Z4",1.21936320129462,-0.101873177570194,-0.290762571190709,0.0746781398691884,Accept,1.24099392809658,Accept,Accept,Accept,Accept,0.788895422482329
0.717298794455915,1.02832738855931,-0.107813901087609,-0.289849091000243,0.25285998286654,Accept,"Z2, Z4",1.68647440691502,-0.107813901087609,-0.341425878455902,0.125675544592989,Accept,1.60187208155318,Accept,Accept,Accept,Accept,0.623378011906113
1.12762833100093,0.968493802905959,0.107184770179063,-0.282189159818067,0.218102700502762,Accept,"Z1, Z2, Z4",2.14344606636532,0.107184770179063,-0.14273219597239,0.352957840527866,Accept,1.58047777539623,Accept,Reject,Accept,Accept,0.97410467241196
