Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Prediction_Error,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Prediction_Error_Noise,rejection.Opt_MultInt,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
0.4665595317492906,0.5632297184054771,0.39675779757347257,0.2986016523265451,0.895672354378573,Reject,"Z2, Z4",1.651652002142295,0.39675779757347257,0.13746352139273668,0.6423935045091982,Reject,1.5941247540748735,Reject,Reject,Reject,Accept,0.5351760661334852
1.1650907169450182,0.8303106130388698,0.17298912245539666,0.04648660039498813,0.4282648793043727,Reject,"Z2, Z4",1.9161694238785452,0.17298912245539666,-6.452375450638542e-4,0.3499637205877316,Accept,1.6826527471799282,Reject,Reject,Reject,Accept,0.6670067036649604
0.6933187183108007,0.7988837395064361,0.24633743245471043,0.16832459413902168,0.633573794617173,Reject,"Z1, Z2, Z4",1.7198425457315198,0.24633743245471043,0.019614791379971047,0.4809292817388792,Reject,1.7790750232533679,Reject,Reject,Reject,Accept,0.7791039758754846
0.7538061263786696,0.7164579445589828,0.3276735031595258,0.338563200705997,0.6655785560353239,Reject,"Z1, Z2, Z4",1.774742632934125,0.3276735031595258,0.15440856612607454,0.5178632544519797,Reject,1.8241312665251304,Reject,Reject,Reject,Accept,1.1893881195472054
0.7935175561777642,0.7321027843442659,0.41673772088208094,0.242647762206341,0.6581250868137778,Reject,"Z2, Z4",1.929373761305044,0.41673772088208094,0.21438928967455884,0.606769376621018,Reject,1.974879711654491,Reject,Reject,Reject,Reject,1.2603758469043251
1.2052288930603534,0.7815614780535002,0.19381453526310663,-0.012638382955445865,0.3742101187419868,Accept,"Z1, Z2, Z4",2.0821474181312314,0.19381453526310663,-0.005672752360091585,0.376952164062268,Accept,2.0303053003953933,Reject,Reject,Accept,Accept,0.24238033017572738
1.0449089601066437,0.8184088377161487,0.29949333208362194,0.10560551662828173,0.5285403108718912,Reject,"Z1, Z2, Z4",2.1017065146990257,0.29949333208362194,0.08269431553902787,0.5140102616032705,Reject,1.6888464758213917,Reject,Reject,Reject,Accept,0.22077371805082355
1.228150594262383,0.9209386075258399,0.09098248327530051,-0.03437962493565542,0.393282158818315,Accept,"Z1, Z2, Z4",1.8268911505033236,0.09098248327530051,-0.12244473977486889,0.30556752594255393,Accept,1.60763551161726,Reject,Reject,Reject,Accept,0.6748692205063406
1.2295542298358175,0.9515000607808931,0.21383057153442683,-0.07053723040461071,0.43919201254734014,Accept,"Z2, Z4",2.180827134492131,0.21383057153442683,0.013372129068144837,0.4147142135172728,Reject,1.9919791685014476,Reject,Reject,Reject,Accept,0.4795051543339062
0.8287072114348172,0.8608225816668655,0.2085911402659129,0.09330636224320502,0.5585556257877163,Reject,"Z2, Z4",2.080765486811794,0.2085911402659129,0.019107465846991106,0.4120523607587858,Reject,1.877514885094611,Reject,Reject,Reject,Accept,1.1410927372027115
