Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Prediction_Error,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Prediction_Error_Noise,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
0.622661455214709,0.961412840347817,0.023877344074254,-0.152430948429137,0.414832915252457,Accept,"Z1, Z2, Z4",1.33081477627519,0.023877344074254,-0.245593338486475,0.292920882361623,Accept,1.18530705371414,Accept,Accept,Accept,1.15013268424879
0.448271683180893,0.714057260565042,0.244838164864049,-0.0409819472806374,0.657007071668985,Accept,"Z1, Z2, Z4",1.45024141646918,0.244838164864049,-0.121617717337899,0.578046617608435,Accept,1.22717789051908,Reject,Reject,Accept,0.645496241699033
0.349280845326148,0.848588095952739,0.22691435631194,-0.0942478381815088,0.570711134318083,Accept,"Z1, Z2, Z4",0.896301983690413,0.22691435631194,-0.0467349149865396,0.49966634702945,Accept,1.11770498355601,Accept,Accept,Reject,1.2589034850208
0.503037898482431,0.833246643737305,0.114663201720238,-0.149706840507991,0.418660778081898,Accept,"Z1, Z2, Z4",1.27842812450702,0.114663201720238,-0.157295850754296,0.375520391175077,Accept,1.20019752241784,Accept,Accept,Accept,0.780119710481955
0.595361483018451,0.919444815626753,-0.020239074833077,-0.211779022412955,0.340453377063427,Accept,"Z1, Z2, Z4",1.23597678345624,-0.020239074833077,-0.254991460231856,0.198868260467207,Accept,1.08239885783761,Accept,Accept,Accept,1.23365881636413
0.983785525874076,0.870351837520291,0.0116173180508673,-0.230315783773301,0.315116129776546,Accept,"Z1, Z2, Z4",1.31562795042579,0.0116173180508673,-0.270778124385774,0.281483095600953,Accept,1.20040888320493,Accept,Accept,Accept,0.527318531786852
0.690297591380243,0.961235920540403,0.107325791764864,-0.161575046328895,0.428975784236287,Accept,"Z1, Z2, Z4",1.63528698244404,0.107325791764864,-0.153816084214085,0.358636989689,Accept,1.47835664075374,Reject,Accept,Accept,0.74420254472595
1.20246006719016,1.15182435647001,-0.112033026429212,-0.57205753342543,0.176766540795144,Accept,"Z1, Z2, Z4",1.40143175358006,-0.112033026429212,-0.473889502947136,0.235728823224682,Accept,1.34788344475288,Accept,Accept,Accept,0.937008339952223
1.40330910527716,1.13767260505726,0.0119761330011619,-0.588723353493035,0.0492288709358484,Accept,"Z2, Z4",1.17419829864842,0.0119761330011619,-0.232234880571174,0.266193710770253,Accept,1.30859161800469,Accept,Accept,Accept,1.12122178943778
-0.278937959281149,0.706492350877467,0.288337864384056,0.133438925668202,0.828923251377158,Reject,"Z1, Z2, Z4",1.25639879313977,0.288337864384056,-0.0347864950255238,0.599465553956082,Accept,1.39859185422914,Reject,Accept,Accept,0.943779402294821
0.897238242045281,0.930772146181592,-0.107247076457441,-0.325898355544128,0.207041611701885,Accept,"Z1, Z2, Z4",1.2591143297177,-0.107247076457441,-0.34509814157857,0.13635113384636,Accept,1.3975289091874,Accept,Accept,Accept,0.909558835054596
0.317260246523187,0.755411087283128,0.253677979490845,0.003900794106056,0.591428266822752,Reject,"Z1, Z2, Z4",1.04557544945343,0.253677979490845,-0.0115778043901377,0.527515200062678,Accept,0.951148817753245,Accept,Accept,Accept,0.799680511049562
0.0146760673121616,0.778120759576597,0.315460289858639,-0.00867499987294962,0.902995414583309,Accept,"Z2, Z4",1.52787670828006,0.315460289858639,0.000995866768352116,0.627405050403144,Reject,1.12984388675756,Reject,Reject,Accept,0.796628881327615
0.4831037447052,0.987079195485929,0.120411026621088,-0.299911987340669,0.314655662449268,Accept,"Z1, Z2, Z4",1.26873174869992,0.120411026621088,-0.139536754523289,0.366851032072186,Accept,1.22919621417444,Accept,Accept,Accept,0.660447979638266
0.808882374540822,1.15966171491042,-0.06860329158509,-0.405665176029668,0.225903281747403,Accept,"Z1, Z2, Z4",1.13394417144623,-0.06860329158509,-0.343985704317812,0.218023364293658,Accept,1.09783473801093,Accept,Accept,Accept,0.463753180210772
