Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Y,Y_hat,Bias,abs_Bias,MSE,waic,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Y_hat_noise,Bias_noise,abs_Bias_noise,MSE_noise,waic_noise,rejection.Opt_MultInt,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
0.357948583946854,0.8825597917432549,0.2149496190928674,0.05707011764803641,0.36458945357605366,Reject,"Z1, Z2, Z4",1.1421907751719904,1.0429183937328415,-0.0992723814391489,1.0188873181488511,1.5422060695653215,192.25552890659995,0.2149496190928674,0.06001240060293092,0.36567222737858995,Reject,1.0416969722778757,-0.10049380289411472,0.9822235778299848,1.426679122918096,210.8437237930462,Reject,Reject,Reject,Reject,1.408886344298513
0.4291979528951249,0.9071984927950546,0.13846058650485035,-0.023991455246296506,0.3530325956479914,Accept,"Z1, Z2, Z4",0.9504043741891203,1.0613229227876488,0.11091854859852869,1.0706736677850537,1.732172383300819,199.9439702579881,0.13846058650485035,-0.04409606169998928,0.30647117859842943,Accept,1.0613677991361221,0.11096342494700184,1.027445528880942,1.5978507680889458,213.58577975532415,Reject,Reject,Reject,Accept,0.566900144052935
0.23843897213926743,0.8472766626414274,0.2484861478635509,0.1272260160540659,0.4572634836404322,Reject,"Z1, Z2, Z4",1.0307968418563525,0.950856758768121,-0.0799400830882315,0.8083702323873991,1.0306196541213484,201.97913010567916,0.2484861478635509,0.09167485788149385,0.4060243981106086,Reject,0.9505536963645268,-0.08024314549182572,0.868909976354653,1.2004917895592933,210.64289129366549,Reject,Reject,Reject,Accept,1.163039522970702
0.16759820530565825,0.8011695842567351,0.2908657675492025,0.17696688995512083,0.5196417568069045,Reject,"Z1, Z2, Z4",0.9289458511090848,0.9844453585147788,0.05549950740569404,1.0933685067527388,1.979826846008082,209.7481283198581,0.2908657675492025,0.11834999973877007,0.4592253241693774,Reject,0.984084225891704,0.055138374782619154,1.097900814325343,1.9743196020763707,222.72025379496327,Reject,Reject,Reject,Reject,1.609100769200914
0.18882841062689248,0.8369959915997729,0.26970013352905997,0.16772315081435402,0.4729013832418673,Reject,"Z1, Z2, Z4",1.071721291169976,0.8644133582356756,-0.20730793293430053,0.8428586234839461,1.2781879346279077,182.9839101326428,0.26970013352905997,0.13807295881097972,0.41235658536083597,Reject,0.8651700404806841,-0.20655125068929195,0.8488523124635666,1.263901544518769,193.6709667207291,Reject,Reject,Reject,Reject,1.1187519747385213
0.5800899409077087,0.8872775541604482,0.2926915743035957,0.07551570106831842,0.4199919503215071,Reject,"Z1, Z2, Z4",0.75102066679305,0.799136603555568,0.04811593676251797,0.9511067676771596,1.4717861124791174,212.5708472254598,0.2926915743035957,0.12997925848449968,0.4434047140916658,Reject,0.8015049454505357,0.050484278657485754,0.8866398641687908,1.341563702920363,226.37790171599516,Reject,Reject,Accept,Accept,0.1454628761506827
0.12723723148773627,0.8110330570164433,0.4125763319142793,0.2669361428026775,0.6705502668801513,Reject,"Z1, Z2, Z4",0.9191854909172149,0.8592565638016703,-0.05992892711554466,0.8418854142371696,1.1137210415539913,194.83113515849598,0.4125763319142793,0.22067524413803977,0.5837076472645165,Reject,0.8591360889908329,-0.06004940192638198,0.8025497589297252,1.024578037982013,208.55380377116882,Reject,Reject,Reject,Reject,1.3942729665959483
0.11445774179984647,0.8284076237987641,0.2626095523177003,0.14502830848933387,0.45616179364202053,Reject,"Z1, Z2, Z4",0.8767348655574123,0.8621806778078365,-0.014554187749575922,0.925269052881374,1.4670218139197513,189.43678752364326,0.2626095523177003,0.12256615607935986,0.4063773064784146,Reject,0.8628248030097975,-0.013910062547614848,0.8032986073047649,1.110442835232134,193.91066550251992,Reject,Reject,Reject,Reject,1.8491892182122314
0.24065382090296086,0.833605784225955,0.318980959814482,0.16134979727128887,0.48021210712789075,Reject,"Z1, Z2, Z4",0.8745485944653171,0.8477220300822023,-0.026826564383114704,1.0257355930843022,1.663218385651912,194.94324477921825,0.318980959814482,0.16762830847474944,0.46731848746561755,Reject,0.846817018779551,-0.02773157568576609,0.9706759908428159,1.543628674257183,203.44871505148055,Reject,Reject,Reject,Reject,1.2107500755277671
0.28546873401402617,0.8278490233205363,0.3134508089380115,0.1668248926316529,0.5155974140874537,Reject,"Z1, Z2, Z4",0.9233662072080235,0.9596192627916353,0.0362530555836118,0.9146423232210387,1.3033349396983536,206.73361996772317,0.3134508089380115,0.13996674101769208,0.47626263596970336,Reject,0.9594158825852145,0.036049675377191004,0.9558676748206878,1.410328243219849,215.34005281717927,Reject,Reject,Reject,Accept,0.5750888490499686
0.4020412290644276,0.935753627289167,0.2053814161911912,0.08508682845792268,0.4817019154152059,Reject,"Z1, Z2, Z4",0.6866375740367794,0.8033688377936581,0.11673126375687859,0.9209463498194546,1.3504092906612464,206.17963466897712,0.2053814161911912,0.0036118198130954404,0.3939400947789541,Reject,0.8028670106516086,0.11622943661482914,0.9285288659792428,1.3220964058285736,222.47388987713072,Reject,Reject,Reject,Accept,0.8359673944692608
0.3969755868313679,0.8887636969758714,0.14965340208570746,0.025790375879811207,0.2849681067669621,Reject,"Z1, Z2, Z4",1.007562771874228,1.0436296591124454,0.0360668872382176,0.9020017602293264,1.236881139861656,183.26677379567656,0.14965340208570746,0.028916223393213602,0.2815427509410528,Reject,1.0442830600160837,0.036720288141855933,0.8545206802645104,1.1028955397640292,200.15856132579341,Reject,Reject,Reject,Accept,0.14673524441493155
0.28876040205269354,0.7635022162312677,0.3497779638630806,0.2554254432717335,0.5796320574988308,Reject,"Z1, Z2, Z4",0.49226840293180985,0.6354401226988984,0.14317171976708862,1.0138546730671025,1.6207660819196645,206.19340001500987,0.3497779638630806,0.18861395466555297,0.5108978407338391,Reject,0.6359642953012599,0.14369589236945002,0.9175450025629811,1.4198464357765699,216.7844217130505,Reject,Reject,Reject,Reject,1.7634776882774725
0.19607000310815392,0.791622423343477,0.3467436347214844,0.20199625260464993,0.5031708847247535,Reject,"Z1, Z2, Z4",0.9087772690937084,0.8253573305099887,-0.08341993858371957,1.0025290210227855,1.5155824363908894,195.23565625537938,0.3467436347214844,0.20183040151463064,0.47692237734031384,Reject,0.8239911460778829,-0.08478612301582542,0.9736056460551137,1.4226836708036086,203.67743323985758,Reject,Reject,Reject,Accept,1.1794530379169688
0.08004699316001089,0.8749696801405936,0.2707786395863407,0.1009353788725348,0.4879200632183994,Reject,"Z1, Z2, Z4",0.6144679389656578,0.7207563542603738,0.10628841529471605,0.809277858747507,1.0491522525113977,188.16535112150027,0.2707786395863407,0.09911898759690083,0.44274098133111794,Reject,0.7201534071874606,0.10568546822180283,0.7471295579421153,0.8878829855435039,197.05908146225508,Reject,Reject,Reject,Accept,0.6284571526882018
0.22658929621788915,0.8681968412022987,0.21708955381497044,0.12934105629394194,0.36348311048973025,Reject,"Z1, Z2, Z4",0.8061502088734452,0.8256537350553035,0.01950352618185821,0.8740619730228165,1.2407013990357303,162.83724660714662,0.21708955381497044,0.10290258250549814,0.33172297794819744,Reject,0.8261041446221988,0.019953935748753628,0.9065384068541718,1.2850379498867779,166.48891765707594,Reject,Reject,Reject,Accept,0.5685394823542751
0.38213118080522795,0.9257274690067527,0.08683019350976931,-0.023136672331261512,0.29793007794503734,Accept,"Z1, Z2, Z4",0.728104542858592,0.7520128583883732,0.023908315529781232,0.9297194397150494,1.3639268622419496,194.02223254259619,0.08683019350976931,-0.06508283899715084,0.24552782045369448,Accept,0.7520608447317031,0.02395630187311102,0.9511707048821384,1.4622528627449747,209.54715220019912,Reject,Reject,Accept,Accept,0.3388577746084452
0.07501173580809424,0.8333775894785163,0.251806828549465,0.16937170244837196,0.5576237869356291,Reject,"Z2, Z4",1.068826169877771,1.0302375512498543,-0.038588618627916835,1.0455713389328862,1.794358988307647,215.09884115082681,0.251806828549465,0.08058023906268187,0.4152456104705001,Reject,1.031251230332733,-0.03757493954503806,0.9333377888642838,1.416531609687718,217.0003345828775,Reject,Reject,Reject,Accept,0.4690735243490764
0.3259406068998281,0.8308911501060434,0.2887373396704059,0.1655951200573812,0.4335945320771548,Reject,"Z1, Z2, Z4",1.0612495881550796,0.8865296734824147,-0.17471991467266496,0.9592844498016659,1.4704543048374992,190.57929329208795,0.2887373396704059,0.15698879088672868,0.4134084705326716,Reject,0.887550579715887,-0.17369900843919267,0.909948466375539,1.299088561145467,204.50497313158607,Reject,Reject,Reject,Accept,0.35055382090506493
0.22659475083404806,0.8737756304052989,0.19588379609337905,0.0911390655006274,0.36205577447390436,Reject,"Z1, Z2, Z4",0.6481071757931046,0.7290549647575905,0.08094778896448586,0.8187774660525355,1.106566870972731,142.89225722347786,0.19588379609337905,0.06010941163666964,0.32876030165326287,Reject,0.7305984300351485,0.08249125424204375,0.7673886703664032,0.9734975402119599,157.93873355220293,Reject,Reject,Reject,Accept,0.7221095920406837
0.36717436104641055,0.8878779006121138,0.1894804830248385,0.05212061260045109,0.4166611748611098,Reject,"Z1, Z2, Z4",0.5415837584029229,0.6935496916891304,0.15196593328620744,0.9348182657605726,1.305052626225058,199.72911189645382,0.1894804830248385,0.017402991632747403,0.3767940433534572,Reject,0.6936908988718611,0.15210714046893817,0.906435613290713,1.2421206967765515,212.2087935874926,Reject,Reject,Reject,Accept,0.6072399029194104
0.43943297646925844,0.9297586534427876,0.1739843021648264,0.026592949839758073,0.35016019239545243,Reject,"Z1, Z2, Z4",0.862367651259844,0.8982561351354225,0.03588848387557848,0.9096889187385311,1.2507114011640095,186.95571776711665,0.1739843021648264,0.026274597467783656,0.3234206300102505,Reject,0.8987969129330005,0.0364292616731565,0.9178279081383441,1.2727206218773957,194.3317086585042,Reject,Reject,Reject,Accept,0.9806428585923381
0.1127847490029133,0.8529294569309046,0.3454425195099336,0.2774500936455599,0.6468069323467358,Reject,"Z1, Z2, Z4",0.7692573559187446,0.8583993341079857,0.08914197818924122,0.9255854997208768,1.2479747828412755,199.43719945973518,0.3454425195099336,0.1723230891699356,0.5104319074232642,Reject,0.858831325022003,0.08957396910325846,0.8731728701797341,1.0910573241606505,204.01492085845635,Reject,Reject,Reject,Accept,0.712564683783945
0.23056145010045442,0.8342088398245525,0.2812990068551465,0.11804555374679739,0.4630436917816639,Reject,"Z1, Z2, Z4",1.0634948465458733,1.025967547643281,-0.037527298902592196,1.1226569442320768,1.8772933075319274,199.40245796292828,0.2812990068551465,0.11912609363647836,0.4479723572764197,Reject,1.0259248022811436,-0.03757004426472959,1.0522121253506276,1.6608962896068133,214.41836365034374,Reject,Reject,Reject,Reject,1.399528604561388
0.35125954231038764,0.9435399160748875,0.12365187830685477,-0.007998545929426767,0.30993410811446065,Accept,"Z1, Z2, Z4",0.9325531342688125,0.8541230483018235,-0.078430085966989,1.0551677171047706,1.6856061902719197,190.21345226617913,0.12365187830685477,-0.03195399375645484,0.2705542145700623,Accept,0.854595980946083,-0.07795715332272951,0.942976660225774,1.3270503742649191,196.12570764229807,Reject,Reject,Accept,Accept,0.34421113606194664
0.1553512736159251,0.8431023555613295,0.2733850737314157,0.2192360488903874,0.5655121010070507,Reject,"Z1, Z2, Z4",0.6477486514699351,0.7721816375275528,0.12443298605761768,0.9523580872980925,1.3076790948896257,184.45083927938538,0.2733850737314157,0.1139696501529868,0.441493339137174,Reject,0.7713282675329449,0.12357961606300981,0.9191646171934421,1.289010872601964,191.01471528159772,Reject,Reject,Reject,Accept,1.1076019095965486
