Beta_Trt,Beta_Risk,Beta_intx,Lower.CI,Upper.CI,rejection.Risk,SSVS_results,Y,Y_hat,Bias,abs_Bias,MSE,waic,Beta_intx_Noise,Lower.CI_Noise,Upper.CI_Noise,rejection.Risk_Noise,Y_hat_noise,Bias_noise,abs_Bias_noise,MSE_noise,waic_noise,rejection.Opt_MultInt,rejection.interaction,rejection.interaction_adj,rejection.SDIR,SDIR
0.04267490434589924,1.0104218039825716,-0.10322258090167866,-0.17689181566564482,0.0889704629326773,Accept,Z3,1.0212075676178558,1.1254872341765831,0.10427966655872743,0.8790687333874414,1.2319450287578775,213.2801733152354,-0.10322258090167866,-0.20718493830835566,0.017458977206653306,Accept,1.1129279401157344,0.0917203724978786,0.87351920475902,1.2093263859192058,230.76724498467414,Accept,Accept,Accept,Accept,0.21739961329794769
0.024649005296109992,0.9999099880796544,0.011395044241483604,-0.1381110398632815,0.17133430571633926,Accept,Z3,0.9839022720383404,0.9583818732000784,-0.025520398838261914,0.9898878904581807,1.4633409810969356,225.34290291759368,0.011395044241483604,-0.13689984474429645,0.15287934972896663,Accept,0.9477750348950427,-0.03612723714329764,0.98417819036009,1.478867630595607,254.0393979252966,Accept,Accept,Accept,Accept,0.15646262340902245
0.028831664098086487,1.00254978101796,-0.04596937870142467,-0.0991781625849705,0.10347281596727043,Accept,Z3,0.9882298866471672,0.8509650888907666,-0.13726479775640055,0.883857924793698,1.2050895891005158,244.3758195432621,-0.04596937870142467,-0.14260082691459325,0.054556109108102165,Accept,0.8528846355327862,-0.135345251114381,0.886445520388646,1.162623008386668,251.1828000000101,Accept,Accept,Accept,Accept,0.256494772543498
0.09094643016809413,1.044611716801373,-0.08049723908575775,-0.1822016753479698,0.07067228290215004,Accept,Z3,1.037693102929731,0.8836821767152522,-0.15401092621447868,0.8100235556060355,1.0724540630167285,203.2153729069677,-0.08049723908575775,-0.24010168126945114,0.09137274468109449,Accept,0.8913852456725119,-0.1463078572572191,0.8056674095975154,1.068924317708142,228.9497206622254,Accept,Accept,Accept,Accept,0.05587460112362979
-0.13591684385566496,0.8908449365223103,0.11748788835687578,0.021994684689451118,0.369042066180212,Reject,Z3,1.0867066813268997,1.2112566054813247,0.12454992415442502,0.8905637890345545,1.2118021487319746,217.68172021432446,0.11748788835687578,-0.050473329099898046,0.29397202896415464,Accept,1.2011663535522856,0.11445967222538599,0.8686719985761312,1.163282041567487,230.94299193364108,Accept,Accept,Accept,Accept,0.28825465142173246
-0.16209048214872246,0.955878742660552,0.07794821296707774,-0.04303738415649799,0.20584890347327794,Accept,Z3,0.9795668024497215,1.0543480576340694,0.07478125518434804,0.9653468282612876,1.375848860395873,231.0819947344587,0.07794821296707774,-0.06697632797233324,0.2375411893289613,Accept,1.0545399198438927,0.07497311739417115,0.9582439107389882,1.3337362256421523,228.27609520035605,Accept,Accept,Accept,Accept,0.1582335079423474
0.09953627810948731,1.0273598573620086,-0.10687849752791029,-0.16981581588562997,0.13484346286402427,Accept,Z3,0.9717177519576552,0.9553052257706027,-0.016412526187052537,0.8700893765446042,1.1773869823158798,197.74827281797147,-0.10687849752791029,-0.19776646903217157,-0.006834951779048318,Reject,0.957517150850228,-0.014200601107427182,0.8985521737574311,1.196421555834318,206.36030272185172,Accept,Accept,Accept,Accept,0.10437207599680792
-0.09356873152356848,0.963470443088545,0.046320468914953505,-0.05441800818304211,0.2161615560415685,Accept,Z3,1.0301656986696348,0.9962279940366381,-0.03393770463299691,0.8579385353898168,1.1760823889990586,208.46151662146727,0.046320468914953505,-0.061443159085685595,0.2195350593094405,Accept,1.000482994437787,-0.029682704231847896,0.8435132547076982,1.1438442698586937,231.50333715720825,Accept,Accept,Accept,Accept,0.16677656726732157
-0.0071433600951210366,0.9973725879179145,0.008422445050859395,-0.12038543022803759,0.13727778078230726,Accept,Z3,1.0591907052110567,1.0974731582303479,0.03828245301929103,0.9117687757889508,1.2241433287052925,212.39365499417596,0.008422445050859395,-0.10016346015834385,0.1899972711140021,Accept,1.101757975120942,0.042567269909885304,0.8981001090137306,1.2006511390151144,241.28857827291978,Accept,Accept,Accept,Accept,0.09433277799126827
0.04268521828024893,1.035800555980418,-0.08754736311099749,-0.22981511599684873,0.050088882088280995,Accept,Z3,0.9257143021409396,0.9752350225095114,0.049520720368571816,0.8795182349509232,1.2575708187241446,216.75807388348912,-0.08754736311099749,-0.17469182527709917,0.04711948310877449,Accept,0.9768196412066207,0.05110533906568103,0.855436743039961,1.2400063713769423,240.88563905737027,Accept,Accept,Accept,Accept,0.057802465759397036
