N,Power.Risk,Power.Risk_Noise,Power.Intx,Power.Intx_adj,Power.SDIR
100,0.1,0,0,0,0.1
150,0.1,0.1,0,0,0
200,0.1,0,0,0,0
30,0.1,0.1,0,0,0.1
50,0.2,0.1,0.1,0,0
